Device ID,Data type,Timestamp,Location,Value,Trust,Output 
1234573045,GPS data,10/26/2023 1:56,"37.7833,-122.4167",83 passengers,0.8,1
1234573046,Sensor data,10/26/2023 20:39,"37.7833,-122.4167",Black car running red light,0.6,1
1234573047,Infrastructure data,10/26/2023 16:29,"37.7833,-122.4167",Black car running red light,0.6,1
1234573048,Sensor data,10/26/2023 17:30,"37.7833,-122.4167",84 mph,0.7,1
1234573049,Traffic camera data,10/26/2023 5:05,"37.7833,-122.4167",Bridge closure due to construction,0.4,0
1234573050,Infrastructure data,10/26/2023 15:46,"37.7833,-122.4167",Black car running red light,0.4,0
1234573051,Traffic camera data,10/26/2023 16:21,"37.7833,-122.4167",Black car running red light,0.4,0
1234573052,GPS data,10/26/2023 15:23,"37.7833,-122.4167",149 passengers,0.9,1
1234573053,Infrastructure data,10/26/2023 0:32,"37.7833,-122.4167",Bridge closure due to construction,0.8,1
1234573054,GPS data,10/26/2023 23:00,"37.7833,-122.4167",31 passengers,0.6,1
1234573055,Infrastructure data,10/26/2023 10:29,"37.7833,-122.4167",Bridge closure due to construction,0.4,0
1234573056,Traffic camera data,10/26/2023 16:46,"37.7833,-122.4167",Black car running red light,0.5,1
1234573057,Traffic camera data,10/26/2023 17:09,"37.7833,-122.4167",92 passengers,0.1,0
1234573058,Sensor data,10/26/2023 15:13,"37.7833,-122.4167",Black car running red light,0.3,0
1234573059,Infrastructure data,10/26/2023 18:09,"37.7833,-122.4167",Black car running red light,0.5,1
1234573060,GPS data,10/26/2023 9:19,"37.7833,-122.4167",70 mph,0.6,1
1234573061,GPS data,10/26/2023 19:17,"37.7833,-122.4167",Black car running red light,0.9,1
1234573062,Traffic camera data,10/26/2023 1:27,"37.7833,-122.4167",Black car running red light,0.3,0
1234573063,Traffic camera data,10/26/2023 20:41,"37.7833,-122.4167",Black car running red light,0.9,1
1234573064,GPS data,10/26/2023 7:48,"37.7833,-122.4167",147 passengers,0.5,1
1234573065,GPS data,10/26/2023 15:58,"37.7833,-122.4167",147 passengers,0.1,0
1234573066,Traffic camera data,10/26/2023 22:22,"37.7833,-122.4167",10 mph,0.8,1
1234573067,Infrastructure data,10/26/2023 13:13,"37.7833,-122.4167",Bridge closure due to construction,0.3,0
1234573068,Sensor data,10/26/2023 7:24,"37.7833,-122.4167",49 mph,0.1,0
1234573069,Traffic camera data,10/26/2023 10:16,"37.7833,-122.4167",80 passengers,0.7,1
1234573070,Traffic camera data,10/26/2023 10:17,"37.7833,-122.4167",Bridge closure due to construction,0.9,1
1234573071,GPS data,10/26/2023 6:04,"37.7833,-122.4167",Bridge closure due to construction,0.5,1
1234573072,Traffic camera data,10/26/2023 10:51,"37.7833,-122.4167",Bridge closure due to construction,0.9,1
1234573073,GPS data,10/26/2023 12:16,"37.7833,-122.4167",Black car running red light,0.8,1
1234573074,GPS data,10/26/2023 12:54,"37.7833,-122.4167",Black car running red light,0.7,1
1234573075,GPS data,10/26/2023 0:33,"37.7833,-122.4167",73 mph,0.6,1
1234573076,Sensor data,10/26/2023 20:52,"37.7833,-122.4167",88 mph,0.9,1
1234573077,Traffic camera data,10/26/2023 5:50,"37.7833,-122.4167",Black car running red light,1,1
1234573078,Traffic camera data,10/26/2023 7:18,"37.7833,-122.4167",9 mph,0.1,0
1234573079,Traffic camera data,10/26/2023 10:54,"37.7833,-122.4167",Bridge closure due to construction,0.5,1
1234573080,Sensor data,10/26/2023 1:11,"37.7833,-122.4167",4 passengers,0.8,1
1234573081,Infrastructure data,10/26/2023 5:01,"37.7833,-122.4167",Bridge closure due to construction,0.5,1
1234573082,Sensor data,10/26/2023 8:33,"37.7833,-122.4167",Black car running red light,0.3,0
1234573083,Traffic camera data,10/26/2023 11:15,"37.7833,-122.4167",34 mph,0.2,0
1234573084,GPS data,10/26/2023 9:01,"37.7833,-122.4167",137 passengers,0.1,0
1234573085,Infrastructure data,10/26/2023 12:08,"37.7833,-122.4167",114 passengers,0.4,0
1234573086,Sensor data,10/26/2023 0:04,"37.7833,-122.4167",18 mph,0.5,1
1234573087,GPS data,10/26/2023 21:10,"37.7833,-122.4167",Black car running red light,0.3,0
1234573088,Sensor data,10/26/2023 13:36,"37.7833,-122.4167",Bridge closure due to construction,0,0
1234573089,Sensor data,10/26/2023 16:26,"37.7833,-122.4167",37 passengers,0.2,0
1234573090,Traffic camera data,10/26/2023 10:22,"37.7833,-122.4167",Black car running red light,0.8,1
1234573091,Sensor data,10/26/2023 4:17,"37.7833,-122.4167",95 mph,1,1
1234573092,Traffic camera data,10/26/2023 16:22,"37.7833,-122.4167",120 passengers,0.5,1
1234573093,Traffic camera data,10/26/2023 22:33,"37.7833,-122.4167",4 mph,0.6,1
1234573094,Sensor data,10/26/2023 12:24,"37.7833,-122.4167",Bridge closure due to construction,0.7,1
1234573095,Infrastructure data,10/26/2023 2:27,"37.7833,-122.4167",36 passengers,0.5,1
1234573096,GPS data,10/26/2023 2:13,"37.7833,-122.4167",87 passengers,0.6,1
1234573097,Sensor data,10/26/2023 12:59,"37.7833,-122.4167",17 mph,0.2,0
1234573098,Sensor data,10/26/2023 17:39,"37.7833,-122.4167",88 mph,0,0
1234573099,Traffic camera data,10/26/2023 6:19,"37.7833,-122.4167",60 passengers,0.3,0
1234573100,Infrastructure data,10/26/2023 18:22,"37.7833,-122.4167",Black car running red light,0.1,0
1234573101,Infrastructure data,10/26/2023 18:30,"37.7833,-122.4167",Bridge closure due to construction,0.2,0
1234573102,Infrastructure data,10/26/2023 18:54,"37.7833,-122.4167",Bridge closure due to construction,0.1,0
1234573103,Traffic camera data,10/26/2023 16:32,"37.7833,-122.4167",Black car running red light,0.1,0
1234573104,GPS data,10/26/2023 2:37,"37.7833,-122.4167",Black car running red light,0.3,0
1234573105,Traffic camera data,10/26/2023 11:07,"37.7833,-122.4167",1 mph,0,0
1234573106,Traffic camera data,10/26/2023 5:26,"37.7833,-122.4167",31 passengers,0.5,1
1234573107,Infrastructure data,10/26/2023 9:53,"37.7833,-122.4167",Bridge closure due to construction,0.5,1
1234573108,Sensor data,10/26/2023 11:29,"37.7833,-122.4167",38 passengers,0.7,1
1234573109,Sensor data,10/26/2023 19:40,"37.7833,-122.4167",Black car running red light,0.9,1
1234573110,GPS data,10/26/2023 22:48,"37.7833,-122.4167",Black car running red light,0.8,1
1234573111,Infrastructure data,10/26/2023 23:16,"37.7833,-122.4167",39 mph,0,0
1234573112,Infrastructure data,10/26/2023 19:18,"37.7833,-122.4167",Bridge closure due to construction,0.7,1
1234573113,Traffic camera data,10/26/2023 0:13,"37.7833,-122.4167",173 passengers,0,0
1234573114,GPS data,10/26/2023 22:00,"37.7833,-122.4167",Bridge closure due to construction,0.7,1
1234573115,GPS data,10/26/2023 2:46,"37.7833,-122.4167",Black car running red light,0.5,1
1234573116,Traffic camera data,10/26/2023 18:15,"37.7833,-122.4167",Bridge closure due to construction,1,1
1234573117,Traffic camera data,10/26/2023 10:12,"37.7833,-122.4167",Bridge closure due to construction,0.7,1
1234573118,Sensor data,10/26/2023 23:56,"37.7833,-122.4167",14 passengers,0.1,0
1234573119,Infrastructure data,10/26/2023 19:12,"37.7833,-122.4167",Black car running red light,0.2,0
1234573120,Traffic camera data,10/26/2023 7:21,"37.7833,-122.4167",Black car running red light,0.9,1
1234573121,Traffic camera data,10/26/2023 6:25,"37.7833,-122.4167",140 passengers,0.3,0
1234573122,GPS data,10/26/2023 15:49,"37.7833,-122.4167",Bridge closure due to construction,0.1,0
1234573123,Traffic camera data,10/26/2023 18:02,"37.7833,-122.4167",Bridge closure due to construction,0.7,1
1234573124,Sensor data,10/26/2023 3:04,"37.7833,-122.4167",111 passengers,0.8,1
1234573125,Infrastructure data,10/26/2023 7:12,"37.7833,-122.4167",Black car running red light,0.4,0
1234573126,Sensor data,10/26/2023 17:46,"37.7833,-122.4167",149 passengers,0.1,0
1234573127,Infrastructure data,10/26/2023 2:47,"37.7833,-122.4167",187 passengers,0.9,1
1234573128,Traffic camera data,10/26/2023 15:19,"37.7833,-122.4167",89 passengers,0.6,1
1234573129,GPS data,10/26/2023 11:18,"37.7833,-122.4167",26 mph,0.6,1
1234573130,Infrastructure data,10/26/2023 17:05,"37.7833,-122.4167",125 passengers,0.1,0
1234573131,GPS data,10/26/2023 11:38,"37.7833,-122.4167",Black car running red light,0.5,1
1234573132,Infrastructure data,10/26/2023 20:30,"37.7833,-122.4167",12 passengers,1,1
1234573133,Traffic camera data,10/26/2023 23:04,"37.7833,-122.4167",Bridge closure due to construction,0.7,1
1234573134,Infrastructure data,10/26/2023 10:06,"37.7833,-122.4167",8 mph,0.3,0
1234573135,Sensor data,10/26/2023 0:23,"37.7833,-122.4167",88 mph,0.6,1
1234573136,GPS data,10/26/2023 6:02,"37.7833,-122.4167",Black car running red light,0.1,0
1234573137,Traffic camera data,10/26/2023 7:56,"37.7833,-122.4167",94 mph,0.2,0
1234573138,Sensor data,10/26/2023 5:44,"37.7833,-122.4167",Bridge closure due to construction,0.2,0
1234573139,GPS data,10/26/2023 17:31,"37.7833,-122.4167",148 passengers,0.4,0
1234573140,Traffic camera data,10/26/2023 5:08,"37.7833,-122.4167",138 passengers,0.8,1
1234573141,Sensor data,10/26/2023 0:51,"37.7833,-122.4167",Black car running red light,0.1,0
1234573142,GPS data,10/26/2023 1:00,"37.7833,-122.4167",4 mph,0.3,0
1234573143,GPS data,10/26/2023 12:33,"37.7833,-122.4167",Bridge closure due to construction,0.4,0
1234573144,Infrastructure data,10/26/2023 1:20,"37.7833,-122.4167",Bridge closure due to construction,0,0
1234573145,Traffic camera data,10/26/2023 16:29,"37.7833,-122.4167",Black car running red light,0.9,1
1234573146,Infrastructure data,10/26/2023 18:11,"37.7833,-122.4167",Bridge closure due to construction,1,1
1234573147,Infrastructure data,10/26/2023 5:26,"37.7833,-122.4167",Black car running red light,0.4,0
1234573148,GPS data,10/26/2023 0:37,"37.7833,-122.4167",12 mph,0.1,0
1234573149,Infrastructure data,10/26/2023 8:34,"37.7833,-122.4167",17 mph,0.6,1
1234573150,GPS data,10/26/2023 1:17,"37.7833,-122.4167",97 mph,0.5,1
1234573151,Infrastructure data,10/26/2023 13:00,"37.7833,-122.4167",Bridge closure due to construction,0.2,0
1234573152,Infrastructure data,10/26/2023 5:51,"37.7833,-122.4167",69 mph,0.5,1
1234573153,GPS data,10/26/2023 6:20,"37.7833,-122.4167",143 passengers,0.7,1
1234573154,Infrastructure data,10/26/2023 3:58,"37.7833,-122.4167",58 mph,0.6,1
1234573155,Sensor data,10/26/2023 17:43,"37.7833,-122.4167",78 passengers,0.7,1
1234573156,Infrastructure data,10/26/2023 4:42,"37.7833,-122.4167",Black car running red light,0.9,1
1234573157,Sensor data,10/26/2023 14:04,"37.7833,-122.4167",153 passengers,0.6,1
1234573158,Infrastructure data,10/26/2023 16:33,"37.7833,-122.4167",62 passengers,0,0
1234573159,Sensor data,10/26/2023 21:38,"37.7833,-122.4167",50 mph,0.3,0
1234573160,Sensor data,10/26/2023 4:35,"37.7833,-122.4167",Black car running red light,0.8,1
1234573161,GPS data,10/26/2023 16:39,"37.7833,-122.4167",75 passengers,0.9,1
1234573162,GPS data,10/26/2023 3:11,"37.7833,-122.4167",Black car running red light,0.9,1
1234573163,Infrastructure data,10/26/2023 18:49,"37.7833,-122.4167",Black car running red light,0.3,0
1234573164,Infrastructure data,10/26/2023 21:24,"37.7833,-122.4167",90 passengers,0.2,0
1234573165,GPS data,10/26/2023 8:52,"37.7833,-122.4167",Black car running red light,0.7,1
1234573166,GPS data,10/26/2023 14:27,"37.7833,-122.4167",Bridge closure due to construction,0.6,1
1234573167,Infrastructure data,10/26/2023 6:37,"37.7833,-122.4167",77 mph,0.9,1
1234573168,Sensor data,10/26/2023 15:03,"37.7833,-122.4167",6 mph,0.1,0
1234573169,Traffic camera data,10/26/2023 3:36,"37.7833,-122.4167",28 mph,0.5,1
1234573170,Infrastructure data,10/26/2023 0:12,"37.7833,-122.4167",Bridge closure due to construction,0.9,1
1234573171,Sensor data,10/26/2023 15:02,"37.7833,-122.4167",Bridge closure due to construction,0.9,1
1234573172,GPS data,10/26/2023 6:43,"37.7833,-122.4167",Bridge closure due to construction,1,1
1234573173,Sensor data,10/26/2023 4:35,"37.7833,-122.4167",47 mph,0.5,1
1234573174,Sensor data,10/26/2023 20:01,"37.7833,-122.4167",71 mph,0,0
1234573175,Infrastructure data,10/26/2023 11:03,"37.7833,-122.4167",Bridge closure due to construction,0.6,1
1234573176,GPS data,10/26/2023 8:33,"37.7833,-122.4167",Bridge closure due to construction,0.7,1
1234573177,Infrastructure data,10/26/2023 12:56,"37.7833,-122.4167",Black car running red light,0.6,1
1234573178,Sensor data,10/26/2023 17:27,"37.7833,-122.4167",1 mph,0.9,1
1234573179,GPS data,10/26/2023 14:15,"37.7833,-122.4167",Bridge closure due to construction,0.5,1
1234573180,Traffic camera data,10/26/2023 3:48,"37.7833,-122.4167",Bridge closure due to construction,0.8,1
1234573181,Traffic camera data,10/26/2023 8:55,"37.7833,-122.4167",Bridge closure due to construction,0.8,1
1234573182,Infrastructure data,10/26/2023 18:37,"37.7833,-122.4167",69 mph,0.1,0
1234573183,Sensor data,10/26/2023 8:42,"37.7833,-122.4167",85 mph,0.8,1
1234573184,Sensor data,10/26/2023 21:44,"37.7833,-122.4167",Black car running red light,0.5,1
1234573185,GPS data,10/26/2023 21:41,"37.7833,-122.4167",10 mph,0.5,1
1234573186,GPS data,10/26/2023 2:59,"37.7833,-122.4167",Bridge closure due to construction,0.2,0
1234573187,Sensor data,10/26/2023 4:50,"37.7833,-122.4167",53 passengers,0.3,0
1234573188,Traffic camera data,10/26/2023 19:26,"37.7833,-122.4167",27 mph,0.1,0
1234573189,Sensor data,10/26/2023 1:25,"37.7833,-122.4167",61 mph,0.8,1
1234573190,Sensor data,10/26/2023 19:31,"37.7833,-122.4167",Black car running red light,0,0
1234573191,GPS data,10/26/2023 20:39,"37.7833,-122.4167",19 mph,0.5,1
1234573192,GPS data,10/26/2023 4:05,"37.7833,-122.4167",Black car running red light,0,0
1234573193,Infrastructure data,10/26/2023 18:13,"37.7833,-122.4167",Black car running red light,0.7,1
1234573194,Infrastructure data,10/26/2023 3:50,"37.7833,-122.4167",4 mph,0.9,1
1234573195,Infrastructure data,10/26/2023 12:29,"37.7833,-122.4167",Bridge closure due to construction,0.2,0
1234573196,Infrastructure data,10/26/2023 15:19,"37.7833,-122.4167",30 passengers,0.6,1
1234573197,Sensor data,10/26/2023 18:33,"37.7833,-122.4167",168 passengers,0.8,1
1234573198,Sensor data,10/26/2023 18:27,"37.7833,-122.4167",Bridge closure due to construction,0,0
1234573199,Sensor data,10/26/2023 13:00,"37.7833,-122.4167",Bridge closure due to construction,0.8,1
1234573200,Infrastructure data,10/26/2023 1:25,"37.7833,-122.4167",Black car running red light,1,1
1234573201,Infrastructure data,10/26/2023 7:55,"37.7833,-122.4167",Black car running red light,0.6,1
1234573202,Sensor data,10/26/2023 23:28,"37.7833,-122.4167",42 passengers,0.2,0
1234573203,Sensor data,10/26/2023 22:56,"37.7833,-122.4167",Black car running red light,0.7,1
1234573204,Infrastructure data,10/26/2023 1:43,"37.7833,-122.4167",Bridge closure due to construction,0.8,1
1234573205,Traffic camera data,10/26/2023 3:50,"37.7833,-122.4167",Black car running red light,0.4,0
1234573206,Infrastructure data,10/26/2023 15:26,"37.7833,-122.4167",13 mph,0.3,0
1234573207,Traffic camera data,10/26/2023 0:39,"37.7833,-122.4167",Bridge closure due to construction,0.5,1
1234573208,Sensor data,10/26/2023 16:45,"37.7833,-122.4167",Black car running red light,0.4,0
1234573209,GPS data,10/26/2023 7:41,"37.7833,-122.4167",Bridge closure due to construction,0.5,1
1234573210,Infrastructure data,10/26/2023 13:58,"37.7833,-122.4167",172 passengers,1,1
1234573211,Sensor data,10/26/2023 9:22,"37.7833,-122.4167",50 mph,0.8,1
1234573212,GPS data,10/26/2023 0:52,"37.7833,-122.4167",Black car running red light,0.2,0
1234573213,Sensor data,10/26/2023 6:27,"37.7833,-122.4167",67 mph,0.2,0
1234573214,Traffic camera data,10/26/2023 1:14,"37.7833,-122.4167",8 mph,0.7,1
1234573215,Sensor data,10/26/2023 19:14,"37.7833,-122.4167",168 passengers,0.2,0
1234573216,Sensor data,10/26/2023 8:48,"37.7833,-122.4167",Black car running red light,0.4,0
1234573217,Sensor data,10/26/2023 13:35,"37.7833,-122.4167",Bridge closure due to construction,0.1,0
1234573218,Traffic camera data,10/26/2023 0:28,"37.7833,-122.4167",42 mph,0.4,0
1234573219,Sensor data,10/26/2023 12:12,"37.7833,-122.4167",80 passengers,0.1,0
1234573220,Infrastructure data,10/26/2023 20:52,"37.7833,-122.4167",32 mph,0.2,0
1234573221,Sensor data,10/26/2023 6:50,"37.7833,-122.4167",Bridge closure due to construction,0.3,0
1234573222,GPS data,10/26/2023 11:27,"37.7833,-122.4167",Bridge closure due to construction,0.8,1
1234573223,Traffic camera data,10/26/2023 7:44,"37.7833,-122.4167",29 mph,0.6,1
1234573224,Sensor data,10/26/2023 4:55,"37.7833,-122.4167",Bridge closure due to construction,0.1,0
1234573225,Infrastructure data,10/26/2023 2:59,"37.7833,-122.4167",Black car running red light,0.8,1
1234573226,Sensor data,10/26/2023 9:14,"37.7833,-122.4167",Black car running red light,0.1,0
1234573227,GPS data,10/26/2023 0:29,"37.7833,-122.4167",Bridge closure due to construction,0.4,0
1234573228,Traffic camera data,10/26/2023 22:16,"37.7833,-122.4167",Black car running red light,0.5,1
1234573229,Infrastructure data,10/26/2023 0:19,"37.7833,-122.4167",27 passengers,0,0
1234573230,Infrastructure data,10/26/2023 4:12,"37.7833,-122.4167",Bridge closure due to construction,1,1
1234573231,Traffic camera data,10/26/2023 9:50,"37.7833,-122.4167",Bridge closure due to construction,0.4,0
1234573232,Traffic camera data,10/26/2023 11:34,"37.7833,-122.4167",33 passengers,0.8,1
1234573233,Sensor data,10/26/2023 13:02,"37.7833,-122.4167",15 mph,0.9,1
1234573234,GPS data,10/26/2023 15:41,"37.7833,-122.4167",188 passengers,0.6,1
1234573235,Traffic camera data,10/26/2023 22:30,"37.7833,-122.4167",Black car running red light,0.1,0
1234573236,Infrastructure data,10/26/2023 0:27,"37.7833,-122.4167",45 mph,0.1,0
1234573237,Infrastructure data,10/26/2023 11:34,"37.7833,-122.4167",Black car running red light,0.2,0
1234573238,GPS data,10/26/2023 6:44,"37.7833,-122.4167",Black car running red light,0.9,1
1234573239,Infrastructure data,10/26/2023 23:34,"37.7833,-122.4167",62 mph,0.5,1
1234573240,Sensor data,10/26/2023 13:49,"37.7833,-122.4167",84 mph,0.3,0
1234573241,Traffic camera data,10/26/2023 11:46,"37.7833,-122.4167",Black car running red light,0.8,1
1234573242,Sensor data,10/26/2023 14:59,"37.7833,-122.4167",75 mph,0.5,1
1234573243,Traffic camera data,10/26/2023 13:56,"37.7833,-122.4167",Bridge closure due to construction,0,0
1234573244,Traffic camera data,10/26/2023 22:30,"37.7833,-122.4167",Black car running red light,0.8,1
1234573245,Sensor data,10/26/2023 19:45,"37.7833,-122.4167",176 passengers,0.4,0
1234573246,Traffic camera data,10/26/2023 4:30,"37.7833,-122.4167",91 mph,0.3,0
1234573247,Infrastructure data,10/26/2023 23:42,"37.7833,-122.4167",45 mph,0.9,1
1234573248,GPS data,10/26/2023 10:52,"37.7833,-122.4167",184 passengers,0.7,1
1234573249,GPS data,10/26/2023 15:12,"37.7833,-122.4167",28 passengers,0,0
1234573250,Infrastructure data,10/26/2023 8:26,"37.7833,-122.4167",25 passengers,0.8,1
1234573251,Traffic camera data,10/26/2023 13:55,"37.7833,-122.4167",Black car running red light,0.1,0
1234573252,GPS data,10/26/2023 5:02,"37.7833,-122.4167",36 passengers,0.8,1
1234573253,Sensor data,10/26/2023 2:07,"37.7833,-122.4167",42 mph,0.7,1
1234573254,Traffic camera data,10/26/2023 22:07,"37.7833,-122.4167",Black car running red light,0.2,0
1234573255,GPS data,10/26/2023 7:01,"37.7833,-122.4167",Black car running red light,0.2,0
1234573256,Infrastructure data,10/26/2023 3:28,"37.7833,-122.4167",191 passengers,0.3,0
1234573257,Traffic camera data,10/26/2023 19:22,"37.7833,-122.4167",93 passengers,0.6,1
1234573258,Traffic camera data,10/26/2023 11:16,"37.7833,-122.4167",168 passengers,0.6,1
1234573259,Traffic camera data,10/26/2023 20:39,"37.7833,-122.4167",113 passengers,0.2,0
1234573260,GPS data,10/26/2023 11:43,"37.7833,-122.4167",Black car running red light,0.8,1
1234573261,Infrastructure data,10/26/2023 7:31,"37.7833,-122.4167",Bridge closure due to construction,0.3,0
1234573262,Infrastructure data,10/26/2023 5:56,"37.7833,-122.4167",Bridge closure due to construction,0.1,0
1234573263,Infrastructure data,10/26/2023 17:15,"37.7833,-122.4167",Bridge closure due to construction,0.7,1
1234573264,Infrastructure data,10/26/2023 1:10,"37.7833,-122.4167",Black car running red light,0.3,0
1234573265,Infrastructure data,10/26/2023 12:36,"37.7833,-122.4167",Bridge closure due to construction,0.7,1
1234573266,GPS data,10/26/2023 16:36,"37.7833,-122.4167",Black car running red light,1,1
1234573267,Infrastructure data,10/26/2023 22:47,"37.7833,-122.4167",Bridge closure due to construction,0.1,0
1234573268,Infrastructure data,10/26/2023 2:57,"37.7833,-122.4167",Black car running red light,1,1
1234573269,GPS data,10/26/2023 5:46,"37.7833,-122.4167",Black car running red light,0.1,0
1234573270,GPS data,10/26/2023 0:15,"37.7833,-122.4167",Black car running red light,0.9,1
1234573271,Traffic camera data,10/26/2023 2:03,"37.7833,-122.4167",Black car running red light,0.2,0
1234573272,Sensor data,10/26/2023 11:37,"37.7833,-122.4167",Black car running red light,0.9,1
1234573273,Infrastructure data,10/26/2023 2:44,"37.7833,-122.4167",Bridge closure due to construction,0.2,0
1234573274,GPS data,10/26/2023 6:46,"37.7833,-122.4167",Bridge closure due to construction,0.4,0
1234573275,GPS data,10/26/2023 4:52,"37.7833,-122.4167",66 mph,0.5,1
1234573276,Sensor data,10/26/2023 23:46,"37.7833,-122.4167",194 passengers,0.6,1
1234573277,Traffic camera data,10/26/2023 5:39,"37.7833,-122.4167",Bridge closure due to construction,0.8,1
1234573278,Infrastructure data,10/26/2023 2:03,"37.7833,-122.4167",17 mph,0.3,0
1234573279,Traffic camera data,10/26/2023 1:19,"37.7833,-122.4167",73 mph,0.6,1
1234573280,Infrastructure data,10/26/2023 13:47,"37.7833,-122.4167",59 mph,0.2,0
1234573281,Traffic camera data,10/26/2023 4:58,"37.7833,-122.4167",52 mph,0.5,1
1234573282,Infrastructure data,10/26/2023 8:05,"37.7833,-122.4167",2 passengers,0.9,1
1234573283,Traffic camera data,10/26/2023 19:01,"37.7833,-122.4167",36 passengers,0.9,1
1234573284,Traffic camera data,10/26/2023 9:02,"37.7833,-122.4167",Black car running red light,0.7,1
1234573285,GPS data,10/26/2023 16:07,"37.7833,-122.4167",Black car running red light,0.7,1
1234573286,Sensor data,10/26/2023 5:30,"37.7833,-122.4167",Black car running red light,0.4,0
1234573287,Sensor data,10/26/2023 19:29,"37.7833,-122.4167",Black car running red light,0.4,0
1234573288,GPS data,10/26/2023 4:26,"37.7833,-122.4167",13 mph,0.7,1
1234573289,GPS data,10/26/2023 11:19,"37.7833,-122.4167",Bridge closure due to construction,0.6,1
1234573290,Traffic camera data,10/26/2023 14:39,"37.7833,-122.4167",78 mph,0,0
1234573291,GPS data,10/26/2023 15:17,"37.7833,-122.4167",57 passengers,0.2,0
1234573292,Traffic camera data,10/26/2023 9:33,"37.7833,-122.4167",Black car running red light,0.9,1
1234573293,Traffic camera data,10/26/2023 13:43,"37.7833,-122.4167",Bridge closure due to construction,0.4,0
1234573294,Infrastructure data,10/26/2023 11:52,"37.7833,-122.4167",Bridge closure due to construction,0.8,1
1234573295,GPS data,10/26/2023 9:05,"37.7833,-122.4167",Black car running red light,0.4,0
1234573296,GPS data,10/26/2023 4:43,"37.7833,-122.4167",Bridge closure due to construction,0.9,1
1234573297,Infrastructure data,10/26/2023 15:47,"37.7833,-122.4167",Black car running red light,1,1
1234573298,GPS data,10/26/2023 18:49,"37.7833,-122.4167",Bridge closure due to construction,0.1,0
1234573299,GPS data,10/26/2023 12:21,"37.7833,-122.4167",Black car running red light,0.9,1
1234573300,Traffic camera data,10/26/2023 4:32,"37.7833,-122.4167",Black car running red light,0.5,1
1234573301,GPS data,10/26/2023 19:41,"37.7833,-122.4167",51 passengers,0.6,1
1234573302,GPS data,10/26/2023 21:57,"37.7833,-122.4167",Black car running red light,0.3,0
1234573303,Infrastructure data,10/26/2023 11:28,"37.7833,-122.4167",Black car running red light,0.1,0
1234573304,Traffic camera data,10/26/2023 3:17,"37.7833,-122.4167",Bridge closure due to construction,0.5,1
1234573305,Traffic camera data,10/26/2023 3:08,"37.7833,-122.4167",46 passengers,0.3,0
1234573306,Traffic camera data,10/26/2023 22:42,"37.7833,-122.4167",Bridge closure due to construction,0.3,0
1234573307,Traffic camera data,10/26/2023 23:50,"37.7833,-122.4167",47 mph,0.5,1
1234573308,Traffic camera data,10/26/2023 4:01,"37.7833,-122.4167",36 passengers,0.3,0
1234573309,Sensor data,10/26/2023 13:10,"37.7833,-122.4167",Bridge closure due to construction,0.7,1
1234573310,GPS data,10/26/2023 13:05,"37.7833,-122.4167",69 mph,1,1
1234573311,Sensor data,10/26/2023 8:03,"37.7833,-122.4167",95 mph,0,0
1234573312,Infrastructure data,10/26/2023 15:05,"37.7833,-122.4167",Bridge closure due to construction,1,1
1234573313,Traffic camera data,10/26/2023 14:14,"37.7833,-122.4167",100 mph,0.8,1
1234573314,Sensor data,10/26/2023 4:09,"37.7833,-122.4167",Bridge closure due to construction,0.4,0
1234573315,Traffic camera data,10/26/2023 7:12,"37.7833,-122.4167",Black car running red light,0.3,0
1234573316,Sensor data,10/26/2023 8:56,"37.7833,-122.4167",Black car running red light,0.5,1
1234573317,Sensor data,10/26/2023 1:17,"37.7833,-122.4167",100 passengers,0.4,0
1234573318,Sensor data,10/26/2023 5:35,"37.7833,-122.4167",Bridge closure due to construction,0.8,1
1234573319,Traffic camera data,10/26/2023 23:44,"37.7833,-122.4167",68 mph,0.5,1
1234573320,Infrastructure data,10/26/2023 7:52,"37.7833,-122.4167",1 passengers,0.5,1
1234573321,Infrastructure data,10/26/2023 8:56,"37.7833,-122.4167",61 passengers,0.7,1
1234573322,Infrastructure data,10/26/2023 1:55,"37.7833,-122.4167",Bridge closure due to construction,0.4,0
1234573323,Sensor data,10/26/2023 20:36,"37.7833,-122.4167",83 mph,0.6,1
1234573324,Sensor data,10/26/2023 8:53,"37.7833,-122.4167",96 mph,0.6,1
1234573325,Infrastructure data,10/26/2023 5:35,"37.7833,-122.4167",147 passengers,0.8,1
1234573326,Sensor data,10/26/2023 1:53,"37.7833,-122.4167",37 mph,0.9,1
1234573327,GPS data,10/26/2023 23:14,"37.7833,-122.4167",30 mph,1,1
1234573328,Traffic camera data,10/26/2023 20:28,"37.7833,-122.4167",Bridge closure due to construction,0.2,0
1234573329,GPS data,10/26/2023 14:06,"37.7833,-122.4167",66 mph,0.1,0
1234573330,GPS data,10/26/2023 2:42,"37.7833,-122.4167",Bridge closure due to construction,0.8,1
1234573331,Infrastructure data,10/26/2023 13:27,"37.7833,-122.4167",11 mph,0.4,0
1234573332,Sensor data,10/26/2023 0:41,"37.7833,-122.4167",149 passengers,0.3,0
1234573333,GPS data,10/26/2023 0:15,"37.7833,-122.4167",54 passengers,0.3,0
1234573334,Infrastructure data,10/26/2023 8:33,"37.7833,-122.4167",54 mph,0.8,1
1234573335,Sensor data,10/26/2023 3:12,"37.7833,-122.4167",3 passengers,0.5,1
1234573336,GPS data,10/26/2023 19:04,"37.7833,-122.4167",90 mph,0.1,0
